username,full_text
mas_bud12,@18fesss Kalo lu kuliah ajarin cewe lu pendidikan SMA Trus ntar suruh Paket C.
jhaliranghae, saya kuliah jurusan pendidikan -gaji kecil -nanti ujungnya ga sesuai jurusan -jurusan gampang -oalah saya bisa ambil murninya juga dari jurusan saya -tetep kalah sama darah murni hehe lemme show ya
et0ilest, iya saya kuliah jurusan pendidikan bahasa inggris - lemah - honorer - pengangguran saya kuliah untuk KERJA DI LN - GAJI GAK HONORER - TERLIHAT KEREN - TKW/I
Kuriitama, Sy kuliah pendidikan - v common - lho gaji guru bukannya sedikit y - sgt general dan b aja Sy memiliki visi dan misi untuk turut serta dalam mencerdaskan bangsa - patriotis - pahlawan tanpa tanda jasa - loyalitas pada negara
mengganis,@collegemenfess iya saya kuliah geografi pendidikan - gak terkenal - lemah - buat apa - gaji kecil Saya menyelamatkan bumi dan mengedukasi ke banyak orang guna menunda terjadinya kiamat dalam sudut pandang meteorologi klimatologi - STRONG - POWERFULL - PENYELAMAT BUMI 
aing_lala,@collegemenfess iya saya kuliah jurusan pendidikan masyarakat -susah nyari kerja -ga terkenal -planga plongo -observasi mulu SAYA DIKEJAR MASYARAKATTT -Tempat curhat permasalahan masyarakat -Adaptasi? KECIIILLL -PEDAGOGI?ANDRAGOGI? MAJU LOO
Bukansiete,@collegemenfess Saya Kuliah Pendidikan Bahasa Inggris -Cupu -kelihatan seperti kutu buku -Ga keren Saya kuliah biar kelean'' semua bisa bahasa Enggress. -Gaul -mengikuti zaman -menciptakan keyboard warrior kelas international.
Stevi_Naola,Ga nyangka banget aku yg dulu ga mau guru literally ga pernah ngajar kuliah non pendidikan eh tb2 aku ngajar dan ada embel2 ustadzah semoga aku kuat ya guys ngajar 7 kelas + UKS + TU. Semangat bgt
brburuuburubur,@collegemenfess saya ga kuliah - lemah - ga punya pendidikan - ga berilmu kehidupan saya berfokus untuk mengurangi beban orang tua dan mencari nafkah dengan modal skill seadanya yang saya miliki - MAKHLUK MULIA - MANUSIA 1/2 DEWA - SUNGKEM SEPUH
yai1972official,Halo Y.A.I Zen Menjelang akhir tahun 2023 Lembaga Pendidikan Tinggi Y.A.I memberikan Beasiswa khusus untuk kalian yang ingin melanjutkan kuliah pada Program Diploma dan Sarjana Kelas Reguler Tahun Akademik 2024/2025. https://t.co/VyNwKPxLIc
mysdei, saya kuliah pendidikan dokter hewan SAYA KULIAH BELAJAR JADI HEWAN 
Afterolife, Saya kuliah Pendidikan Bahasa Inggris. - guru honorer - tidak jelas - sok iye dÉÊnt juË nÉÊ Ã°Ã¦t aÉªm É ËsÃ¦vÉªÊ¤? Î¸ÉªÅk bÉªËfÉË juË tÉËk Ã°Ã¦t ÊÉªt. - WOWWW apetu bang??? - bahasa alien - berpotensi untuk ngatain orang pake phonetics 
kompascom,Biaya hidup mahasiswa selama kuliah di luar kota atau luar negeri perlu dipertimbangkan sebelum melanjutkan pendidikan. https://t.co/2b2FGtJcMF
caricappp,@collegemenfess iya saya kuliah pendidikan biologi -lemah -gaji underpaid -kapalan ngelaprak -beler nyari spesimen+iden SAYA KULIAH UNTUK MENDIDIK ANAK BANGSA AGAR PAHAM MATERI REPRODUKSI -STRONG -CALON KEPALA SEKOLAHâ -PENYABAR DAN PENYAYANG -MENCEGAH HAMIDUN
levicornus,@collegemenfess iy saya kuliah jurusan pendidikan Bahasa Inggris -b aja -tdk spektakuler -ah gituan doang google jg bisa I STUDY ENGLISH TO TEACH YOUR FUTURE KIDS -BERJASA -WAH KEREN -YG ADA DI BIMBEL2 FANCY
jutdaebin,@collegemenfess iya sy kuliah pendidikan bahasa jepang -wibu -skoliosis -bau bawang watashi wa nihonggo gakusei desu. - NANIâï¸âï¸âï¸ -ETTO SUGOIâ¼ï¸ -TCH MENDOKUSAIâï¸âï¸ -TETEP WIBUï¸ï¸ï¸ -MAKIN KELIATAN WIBU
meongsvt,saya kuliah jurusan Pendidikan Bahasa Inggris - banyak ibuk ibuk dan bapak bapak - pasti udah pinter jadi guru - jago bahasa Inggrisnya - selalu ditanya bahasa inggris - harus tau skill pendidikan - stylenya selalu sopan ( ya gmna aja guru)
SelaweLabs,@Zaaaaaaaaaaa18 @tanyakanrl diulangin aja omongan si bapaknya wkwkkw misal dia ngomongin anaknya yg kuliah di sastra inggris gitu terus baru lulus kemaren dan udh kerja di lembaga pendidikan u jawab aja oalaahh lulusan sastra inggris ya pak? wih bagus dong keren udah bisa langsung kerja 
lacedhands, saya kuliah jurusan pendidikan - lemah - nerd - gaji kecil SAYA PAHLAWAN TANPA TANDA JASA!!! - HEBAT - PERCAYA DIRI - BANYAK PAHALA - GAJI TETAP KECIL ï¸ï¸ï¸
thaanderstorm, saya kuliah pendidikan bahasa Indonesia -lemah -tidak berdaya -jurusannya dianggap mudah pendidikan bahasa Indonesia saya ambil mata kuliah nya LINGUISTIK. -pemberani -penuh percaya diri -Memberikan Vibes membantai dengan kekuatan bahasa
otse7n,@collegemenfess iya saya kuliah pendidikan -leemah -di pandang rendah -ga di hargai SAYA KULIAH FISIKA TAPI GATAU AKAR 2 -GAWL -BODOH -DAN TETEP GGA DIHARGAI
sugarmovingon, bener saya kuliah pendidikan bahasa Inggris - lemah - nerdy - disepelekan My major focusing on teach and develop people to talk and comprehend foreign language especially English - BERWIBAWA - PANDAI - PENUH IMPACT
snjajokitugas,@urh0rsegirl bisa ka kebetulan aku anak pendidikan. start 10-15k aja ka. fee diakhir bisa langsung dikerjain sama kami
Bukansingaya,@moviemenfes dulu pas mata kuliah psikologi pendidikan satu kelas disuruh nobar ini. film ini salah satu film terbaik yg pernah aku tonton sih.
askagandum,@collegemenfess Iya saya kuliah jurusan pendidikan seni rupa -Lemah -ga guna -cuman gambar -lulus jadi pengerajin Saya kuliah untuk memenuhi dan melestarikan kebudayaan dalam negeri lewat pendidikan -SAKTI -KEREN BANGET -TAHAN BANTINH
lilbutller, iya nih kuliah pendidikan sejarah - Terlihat tidak berguna - ditanya hitler mati di garut bener atau enggak - disuruh nebak tanggal sebuah kejadian iya nih kuliah mengungkap fakta yg disembunyikan pemerintah -terdengar seperti aktivis - seperti pahlawan
pelestesyen,Waktu itu narasinya mirip intinya bodoh aja itu orang yg nabung di X inflasi segini tp return tahunan cm segitu blablabla Doi ga ada riwayat pendidikan di ekonomi atau ambil kuliah ttg deduitan. Mungkin ga paham soal zero sum games jg. Dah ga ketolong.
tetapsemangatty,@collegemenfess Saya kuliah jurusan Pendidikan Bahasa dan Sastra Indonesia. - Kaya Diksi - IPK tinggi mudah - Utamakan Bahasa Indonesia Itu saja kali ya
roticoklats,@collegemenfess Iya nih saya kuliah pendidikan bahasa Jepang - tidak percaya diri - keliatan sering nangisin kanji (memprihatinkan) - oh mau kerja di Jepang ya? Saya kuliah mempelajari ilmu untuk pergi ke isekai - Intellectual superiority - Bisa nonton anime tanpa sub - Wibu ras unggul
aqrawrrr105_,@collegemenfess Iya saya kuliah jurusan pendidikan mtk -lemah -culun -tidak terlihat berkarisma Iya saya kuliah jurusan SIAP MENERJANG BADAI TOPAN UNTUK MENDIDIK ANAK BANGSA -STRONG -POWERFUL -INDEPENDENT -SANGAT BERKARISMA
deeppsee,@collegemenfess iya saya kuliah pendidikan biologi - lemah - terlihat pasrah - prospect kerja yg kecil - kurang tidur SAYA BISA NGEDIDIK KAMU SUPAYA AWARE SAMA LINGKUNGAN DIMANA KAMU HIDUP DAN TINGGAL! - STRONG - KEREN - passionateâ¼ï¸ - AMBISIUS - peduli terhadap sesama - lovely dovey
rosiiesha, Saya kuliah di jurusan BK - galakk - polisi sekolah - gak guna Saya kuliah di jurusan psikologi pendidikan dan bimbingan - wah pendidikan yg berorientasi psikologi - wah psikologi - kerennnn
Pshylust,@collegemenfess Saya kuliah pendidikan bahasa inggris - lemah - letih - loyo - lesu - asam lambung Saya bisa DIANGGAP SBG KAMUS BERJALAN DAN BISA BERBICARA FAFIFU WASWESWOS - stress - anxiety - oxford dictionary - asam lambung
IchisamaRizky,Psikolog mahal mending kuliah psikologi sampe tuntas terus buka jasa konseling mumpung peluang bisa-jadi-cuan yeee kan... Kali aja kerasa perjuangannya buat balik modal biaya pendidikan psikologi.
walpurgisneit, saya kuliah jurusan pendidikan bahasa inggris - kamus berjalan - calon pahlawan tanpa tanda jasa - saingan sama duolingo bold of you to assume i want to be a teacher - INTIMIDATIF - menyatakan kamu punya skill lain selain mengajar - terus mau jadi apa? saya juga bingung
strsnshine,@collegemenfess Saya kuliah pendidikan -lemas -lesu -puyeng Saya kuliah belajar MENDIDIK ANAK BANGSA MEMBUAT BOM -POWEFULL -STRESS -STRONG -CWK KUL
gakeseltuh,@nevvmnd Wkwkwk rata2 yg kuliah di UT udah pada kerja tp kepengen jenjang pendidikan.
angkasakgna, saya kuliah pendidikan bahasa inggris -ngajar les-lesan ya? -bahasa inggrisnya aku cinta kamu apa? -biar bisa dapat pasangan bule? saya membimbing calon pembicara PBB -wow agen perdamaian
siyogikecil, aku kuliah pendidikan sejarah - honorer - pendongeng handal - ngantuk - gagal move on Hitler mati di garut - penuh konspirasi - dipercaya khalayak luas - jadi sumber rujukan anak tongkrongan - tau segala hal
indogood_23, Bener saya kuliah pendidikan - terkesan tertolak jurusan impian - guru honorer - gaji 300k/bln - bkn idaman mamahmu Bener saya ingin merealisasikan pembukaan UUD 1945 alinea 4 - terdengar intelektual - ingin memajukan Indonesia sampai Samudera Pasifik - tetep honorer
IwanS86257855,@iina_surbakti Pendidikan gratis n kuliah gratis.. Terbukti meningkatkan taraf hidup keluarga miskin
lunaerice, Saya kuliah jurusan pendidikan - lemah - cuma jadi guru - gaji kecil Tugas saya adalah mencerdaskan bangsa - kuat - membawa visi misi ki hadjar dewantara - masa depan bangsa ada di tangan kita
issejourney,@undipmenfess aku kuliah di ub - biaya hidup mahal - mainnya ke loteng - pasti ngomongnya lo gue - orangnya gengsian aku kuliah di malang - ambil prodi pendidikan - terkenal alim - ga pernah kenal club - ga keluar malam - temennya jawa semua terutama dari kaum pehh
iina_surbakti,Pendidikan untuk kemajuan bangsa Semua harus sekolah semua harus kuliah https://t.co/IcN3ABcWUt
nengitaltwins, saya kuliah di UNSIL -oh UNSIL -biasa aja -masuknya gampang saya kuliah di UNSIL jurusan pendidikan bahasa Inggris -wah keren -pinter bahasa Inggrisnya -pasti gampang cari kerja dan sukses
__pericantik,@collegemenfess iya saya kuliah jurusan pendidikan - lemah - honorer - gaji 300rb saya kuliah utk MENDIDIK ANAK BANGSA - STRONG - POWERFULL - TRLIHAT MASA DEPAN PENUH PAHALA - CLON MNTRI PENDIDIKAN - TETEP HONORER
kylonoufre, iya saya kuliah jurusan pendidikan musik - stereotipe guru - oh jadi pns - S. Pd. iya saya kuliah jurusan pendidikan musik di *** ***** - ******* - *** - *************** - ****** **** ******* ****** **???
anisarahmaliaa, Aku kuliah di jurusan pendidikan bahasa jepang - wibu - wah nanti jadi guru dong - wibu
doustoevskaya, saya kuliah jurusan fisika - lulus kerja apa? - fisika itu cuma di sekolah ya? - kalau kamu pendidikan mending jadi guru pembelahan inti atom uranium dapat dimanfaatkan menjadi PLT nuklir sebagai energi - wah cerdas - ilmuwan - intelektual
karirpurwokerto,Lowongan Kerja Mimosa Coffee Kitchen Desserrt Purwokerto BARISTA Kualifikasi : Pendidikan minimal kuliah semester 3 Usia 18 - 25 tahun Pekerja keras dan mampu bekerja di dalam tim Sanggup bekerja di hari libur Nasional Sanggup menerima pelatihan basic Barista
aulitaesik, iya saya kuliah pendidikan teknologi informasi - lemah - tidak familiar - tidak ada yang tau Saya kuliah belajar untuk mengajar dan mendidik siswa terkait teknologi informasi dan komunikasi - KUAT - TERLIHAT CERDAS - tanpa jasa
masok11s, iya saya kuliah jurusan pendidikan biologi. - dih emang ada??? - bio mah bio aja - ngajarinnya anak sma dong Saya setiap hari bikin kajian teori modul studi kasus tentang biologi - PENDIDIKAN - BIOEDU - GURU MASA DEPAN - MEDIA PEMBELAJARAN - Kurmer STUDENT-CENTER
leony_be, Alhamdulillah kuliah. Jurusan pendidikan Bahasa Inggris -lemah -pasrah -NRIMO ING PANDUM Saya bukan org inggris tapi dilatih buat bikin orang lain bisa ngomong inggris -SARKAS -SAVAGE -ULTI MAKSIMAL
dedewonbin, saya kuliah teknologi pendidikan -apa itu? -guru tik -gelar s.pd tp bkn guru SAYA DOKTERNYA PENDIDIKAN -Superior -punya spesialisasi -nadiem makarim tunduk
garficious, iya saya kuliah jurusan pendidikan bahasa inggris. - sok inggris - oh mau jadi translator? - kenapa ga sastra sekalian? aÉªm ËmeÉªÊ¤ÉrÉªÅ Éªn ËÉªÅÉ¡lÉªÊ ËÉÊ¤ÊËkeÉªÊáµn - MISTERIUS - SANGAT AGILE - BISA BAHASA ALIEN
mas_aro,@ardisatriawan 8. Orang2 pinter yg kuliah non-pendidikan tapi punya passion ngajar gk boleh masuk jd guru atau klo maksa bakal dinyinyirin sm mereka2 yg sudah cape2 kuliah jalur pendidikan.
WildaSarah234, Saya kuliah pendidikan matematika - boring - matematika susah - ngitung doang Saya mempersiapkan pengajaran ilmu tersulit di dunia - menacing - misterius - semua menerka nerka apa itu gerangan
RasyidSense, Saya Kuliah Ilmu Pendidikan - gaji dikit - menyedihkan - disuruh serba bisa Saya kenal pejabat wilayah sini - diajak proyek pendidikan - diundang jadi narasumber - proposal sekolah selalu ACC
onefeelie, iya saya kuliah pendidikan - mainstream - ambu ambune gaji kecil - ketok sabar dan iya iyo ae SAYA BISA BIKIN ANDA PINTAR KURANG DARI 3JAM - powerful - alpha - menjanjikan
TheTeachCapital,@ardisatriawan Jadi kenapa masih ada jurusan pendidikan ya? Buat apa kuliah di jurusan pendidikan? Nambah pengangguran saja sepertinya 
diazepam40mg, saya mahasiswa sappk itb - terlalu panjang - pendidikan guru ya? - rawan diremehkan mahasiswa itb lain krn kurang numerik saya anggota gunadarma - dikira kuliah di depok - pasti pinter it - iklannya melibatkan alien
cwegill, saya kuliah jurusan pendidikan sosiologi - wah pasti jadi guru - calon guru sma yaa? - ngajar dimana nanti?? saya mempelajari ilmu berkawan dan rutin melakukan penelitian - deG! PENELITI?? AHLI SOSIOLOGI? - PASTI KAMU PINTAR BERSOSIALISASI - KAMU BISA BACA PIKIRAN ORANG ?
alex_aikaa, saya kuliah pendidikan fisika - cupu - gak asik - terdengar prospek bergaji rendah saya belajar ilmu untuk menciptakan bibit-bibit Einstein muda - keren - penuh gaya - WAH ELIT YA
taukhidwb,@APrameswara @afrian_junior Anak ITB kenapa suka memulai obrolan dengan nanya background pendidikan? Seperti kuliah dimana mas? Kalau saya kuliah di ITB hehehe ... (Saya pisahkan susunan kalimat-kalimat awalnya.)
sleepyrkives,gw kuliah pendidikan lg skripsian tbtb ada bgt ngide jd admin reading club jd anak sosmed sm content writer komunitas magangnya jd program officer. definisi apa aja gw kerjain asal bukan skripsi &lt;//3
Hendrikorachman,Kepadatan penduduk disebabkan tdk meratanya pendidikan &amp; kualitas SDM pengajar &amp; jaringan setelah tamat kuliah pk @ganjarpranowo pk @mohmahfudmd krn anak muda +62 bkn @gibran_tweet yg gampang cari kerja krn bapaknya presiden @jokowi Cc @2045Tv @sandiuno @PDI_Perjuangan @KPU_ID
Kowasleep, Saya kuliah pendidikan khusus - ga dikenali - khusus emang ngapain - pasti second choice karena gatau mau ngisi apa dipilihan kedua utbk Saya belajar mendidik anak LUAR BIASA titipan TUHAN SEMESTA ALAM - kesabaran seluas samudra - terdengar mulia - ikut ngerasa spesial
dulunyabaik,Jadi kalo yang dulunya kuliah di UPI terus lanjut kuliah ke UI sebenarnya dia kehilangan pendidikan. 
potatostay_, iya saya kuliah jurusan pendidikan bahasa jawa -gampang banget masuknya sepi peminat toh? -halah bahasa jawa doang gampang -lulus prospek kerja ga luas Inggih kula menika mundhut pawiyatan basa jawi -sopan banget mbaknya -jurusan apa itu ndhuk? -halus banget idaman deh
Incelesque,@nicebrooom @cliffthamess @ardisatriawan Model pendidikan diubah niat hati membekali 1th pengalaman sebelum mahasiswa lulus eh konglo nya tuman standar nya naik minta yg 3th pengalaman. Maunya yg pas kuliah udah sambil kerja
n_affh_,@ardisatriawan Dan ini timoang banget dengan syarat masuk sekolah sd yang harus 6+. Belum kalo misal ada yang perna tinggal kelas dan juga kuliah gak mulus. Selesai pendidikan suda tuwir.
jutdaebin, iya saya kuliah jurusan pendidikan bahasa jepang -terdengar seperti wibu -oh kamu wibu ya -kalau bukan wibu berarti wota Watashi wa nihonggono gakusei desu -makin dibilang wibu -wibu total
ujiaeridni, ak kuliah pendidikan... -disepelekan -oh mau jd guru ya -kuliahnya gampang ...pendidikan fisika. -cerdas -mengerikan -berbahaya bisa jd sohibnya oppenheimer
roootbeerjpg, Saya kuliah di pendidikan bahasa Indonesia - lemah - terlalu mudah - dihina gaji guru kecil Saya melestarikan bahasa Indonesia karena anda semua tidak ada yg nilainya 100 di ujian - STRONG POLL - Girlbosss - fakta
putriokta20_,Pernah nemu yg gini lagi tapi bukan ITB UI. Emangnya kuliah dimana sih? . Pas dijawab gw kuliah di UI juga lsg kayak hah? Kok sama . Makanya jangan suka mandang rendah orang untuk ditanya balik. Buat gw pendidikan cuma jembatan tempat bentuk pola pikir. Ga perlu overproud.
JokiTugasK77166,Joki tugas makalah seni kebudayaan Open joki makalah jurnal artikel esai: - Manajemen - Bahasa indonesia - Ilmu politik/pemerintahan - Pendidikan kewarganegaraan PKN &amp; Pancasila - Hubungan Internasional - Psikologi - Agama islam - Kewirausahaan WA: https://t.co/RQN8nFrdCe https://t.co/2JoOEkmPka
sapphirecious,Kuliah itu pendidikan kawin itu apa ya? Bagian dari proses hidup dalam urusan berpasangan? It's absolutely two different things. Orang bisa milih untuk gak kawin and they still breathing alive tapi kuliah = potentially upgrading life's quality.
valhallamour, saya kuliah pendidikan - kasihan - masa depan diragukan - penuh tekanan saya hendak mencerdaskan penerus bangsa - berwibawa - terdengar intelek - tetep penuh tekanan
cikenugettt_, iya saya kuliah pendidikan - lemah - gaji kecil - kena underestimate warga saya kuliah untuk MENCERDASKAN ANAK BANGSA - POWERFUL - siap mengabdi pada negeri - berhati mulia berjiwa besar
foureveryounk, iya saya kuliah pendidikan -diremehkan -gaji kecil -gak ada masa depan Saya berkuliah jurusan pendidikan sebagai upaya turut serta dalam mewujudkan cita-cita bangsa di garda terdepan dalam mencerdaskan kehidupan. -terdengar hebat -nasionalis -gaji ttp kecil
ishealady, Iya saya kuliah jurusan Pendidikan Seni Pertunjukan - Kepanjangan - Lulusnya S.Pd - Bisa digantiin semua org dr jurusan lain GUE BISA HANDLE SENDRATASIK NYA BESOK - Keren - Berbudaya - Jago
AkuDennis, Saya kuliah pendidikan seni rupa - hah emang ada - ngapain? - oh kampus yang itu (salah kampus) Potokopi kisi2 ujian nanti bayar goceng ke saya ya - meyakinkan - santai aja pasti nilai bagus - sayang murid ya pak
Pinjamanonli,BUTUH PINJAMAN : Dana Pendidikan Dana Kuliah Dana Renovasi Rumah Dana Modal Usaha Dana Sampingan Silahkan Hubungi/Chat. Klik Link WhatsApp: https://t.co/IARnx7qQzq Amanah&amp;Terpercaya. @Pinjamanonli #twitter #youtube #facebook #telegram #instagram #TikTok #viralTiktok https://t.co/jrfie0hLhZ
Pinjamanonli,BUTUH PINJAMAN : Dana Pendidikan Dana Kuliah Dana Renovasi Rumah Dana Modal Usaha Dana Sampingan Silahkan Hubungi/Chat. Klik Link WhatsApp: https://t.co/IARnx7qQzq Amanah&amp;Terpercaya. @Pinjamanonli #twitter #youtube #facebook #telegram #instagram #TikTok #viralTiktok
Pinjamanonli,BUTUH PINJAMAN : Dana Pendidikan Dana Kuliah Dana Renovasi Rumah Dana Modal Usaha Dana Sampingan Silahkan Hubungi/Chat. Klik Link WhatsApp: https://t.co/IARnx7qQzq Amanah&amp;Terpercaya. @Pinjamanonli #twitter #youtube #facebook #telegram #instagram #TikTok #viralTiktok https://t.co/d10NKbEqmj
Pinjamanonli,BUTUH PINJAMAN : Dana #Pendidikan Dana #Kuliah Dana Renovasi Rumah Dana Modal Usaha Dana Sampingan Silahkan Hubungi/Chat. Klik Link WhatsApp: https://t.co/IARnx7qQzq Amanah&amp;Terpercaya. @Pinjamanonli #Bandung #semarang #surabaya #bandung #bogor #pekanbaru #palembang https://t.co/w1McAvLnKV
karamelmachoo,@FHendriana @convomfs lanjutin pendidikan first kuliah dulu mapan dulu nikmatin jadi independent woman
AlfaSidic,@afrian_junior Ndaaaak percayaaaaaaaa anak ITB ngomong begituuuuu. Rata-rata anak kampus top ngga akan memulai obrolan tentang pendidikan apalagi kuliah dimana. Menjaga nama baik kampus di luar itu BEBAN bos.
dalkke_, kuliah jurusan pendidikan luar sekolah - to the point - underated - selalu dikira plb padahal beda jauh Jurusanku ga terkenal pasti kamu ga tahu - insecure namun intimidatif - lelah menjelaskan perbedaan plb &amp; pls - LULUS NGAJAR DI SLB YA? - TUH KAN KAMU GA TAHU 
didikpos,Kaka-kaka ini mau spill aplikasi AI yang bakal bantu kalian banget di masa perkuliahan Check this out! source: @upigeneration #pendidikan #indonesia #sekolah #belajar #pendidikanindonesia #education #mahasiswa #pendidikankarakter #bimbel #guru #edukasi #kuliah #kampus https://t.co/gmpZEVqEpB
didikpos,Buat kalian yang tertarik sekolah kedinasan Ini dia tahapan seleksi Poltekim dan Poltekip!! Check this out! source: @kedinasan_id #pendidikan #indonesia #sekolah #belajar #pendidikanindonesia #education #mahasiswa #pendidikankarakter #bimbel #guru #edukasi #kuliah #kampus https://t.co/wSObt9zBOs
sutlly,susah2 kuliah 4 tahun malah diserang pendidikan gue. LOL.
On3Terre,Pgen kerja sesuai hobby dngn income yg menggiurkan agar bisa kuliah pengen belajar pendidikan itu penting bgt nyari relasi gede open minded mindset making money
Szucha__, Saya kuliah jurusan pendidikan - tidak sesuai umr - Susah dapet kerja - mau daftar cpns harus lawan yang pake calo Disiplin ilmu saya mencerdaskan bangsa - fun ketemu anak kecil - pahlawan tanpa tanda jasa - idaman mertua (kalo pns)
noirbojack, iya saya kuliah pendidikan bahasa jepang - wibu bau bawang - apa bedanya sama sastra jepang - budak ketek 3d GUE BELAJAR BAHASA JEPANG UNTUK MEMBALASKAN DENDAM LELUHUR KITA DARI DALAM!!! - MACAN ASIA - VENGEFUL DAN PRINSIPIL - HARUKA NAKAGAWA PUN BERTEKUK LUTUT
lannabistdelrey, Iya kuliah hukum hehe - Lemah - Insecure - Terasa desperate Moto pendidikan tinggi saya fiat justitia ruat caelum - Idealis - Percaya diri - Pak Mahfud MD
zella_yentriii,Koneksi Antar Materi Topik 4 Mata Kuliah Filosofi Pendidikan Indonesia #ppgprajabatan #pendidikan https://t.co/vJETJvGfNE
roticoklats,@pundingin : Kuliah di mana? : UI cabang pendidikan 
wontonieee, saya kuliah di unpad -kurang misterius -bau matahari -memberi kesan kebul saya tiap mau kuliah harus nyetopin truk dulu -kuat -vibes 1940 -korban ketidak-merataan pendidikan -memberi kesan perjuangan
HEATSTR0KES, saya kuliah pendidikan bahasa jerman - kurang familiar - gak ada prospek selain jadi guru - cuma ngajar bahasa gak banyak orang kuliah jurusan pendidikan bahasa jerman - eksklusif - terkesan edgy - bisa ngomong pake bahasa yg gak bnyk orang indonesia bisa - potential neonazi
miruellaa, aku kuliah pendidikan - diremehkan - lemah - ditanya gaji brp Lu gabisa dpt ijazah klo gada gua ye - tegas - berani - tdk diremehkan
stoberililac,@kimtaehavii @convomfs ngga dibolehin katanya harus nyelesain pendidikan duluu. kalau mau pacaran ga usah sekolah gituu. dan ga tau kenapa sampe kuliah pun belum bisa pacaran mungkin karena doa orng tua yang kenceng banget anjir
riki____matsui, iya saya kuliah jurusan pendidikan bahasa inggris -kedengaran terlalu kaku contextual -lulus pasti jd guru -rapi klimis -ngajar ngajar gaada saya GOBLOK BAHASA INGGRIS SEMUA tuh ENDONESA -terdengar gagah garang penguasa sekolah -dibutuhkan semua industri -mahal
mysyouz,@jay_jayyy9871 @convomf aku kuliah prodi tadris fisika jadi aku fokus di pendidikan dan fisika. kampusnya UIN Sayyid Ali Rahmatullah Tulungagung. disini ga hanya bljr pendidikan kok kita dibekali ilmu fisika yg ga kalah sm fis murni. dan kita partner sm reaktor Kartini yogya buat praktikum fis inti
polhukamid_,Beasiswa Kuliah 2024: Mendapatkan Akses ke Pendidikan Melalui Beasiswa https://t.co/4ww5u6Gw5D
idtodaycoid,Beasiswa Kuliah 2024: Mendapatkan Akses ke Pendidikan Melalui Beasiswa https://t.co/RQ2K6jsKGL
HaiAkuJugaOrang,iya saya kuliah pendidikan bahasa. - b aja - pasrah - kaku saya kuliah di FBS - estetik - cool - puitis ï¸
Edrinasti, Saya kuliah pendidikan bahasa inggris - kurang mendominasi - Beta - nggak bisa basa enggres I love my mother. - langsung praktek - to the point - IDGAF
n4n4banan4,Kegiatan bubu sekarang kuliah sambil kerja nak bubu lagi ngejar cita cita dan cinta untuk masa depan hehe. Bubu mau nanti anak-anak bubu terjamin masa depannya bisa punya orangtua yang bisa diandalkan dalam hal pendidikan dan juga masa depan. Jadi dengan itu bubu kuliah untuk
_gil4ngputr4_,Ini mah ndak logis.... Max. 22 tahun pendidikan S1 punya pengalaman kerja 4 tahun berarti minimal harus sudah masuk bangku kuliah umur 14 tahun Dan kerja dari 16 tahun *Child labor
pakwebe,@Dziennuen @ardisatriawan Bukan bisa saja mayoritas emang gitu. Sya sekarang masih kuliah di pendidikan ekonomi UT. Pernah nanya ke Dosen soal studi kasus di kelas. Jawabannya malah ya harusnya sebagai mahasiswa kalian lebih tau karena yang bersinggungan langsung sama murid kan kalian. dude wtf
ssssssrgrace49,diriku 3) pilihan pertama psikologi langsung pendidikan karena emang dasar mau ke pendidikan. karena ortu sesama guru jadi mereka support except bapak yg mau saya ambil pgsd deket rumah sedangkan saya milih kuliah di almamater bapak. Even underpaid masih berusaha buat stay-
zeninmakiy, iya saya kuliah bahasa dan sastra indo -gaada prospek kerjanya y? -fib=anak punk -kenapa ngga pendidikan aja? saya kuliah belajar MELESTARIKAN BUDAYA dan AHLI LINGUISTIK -STRONG -EMPOWERED -CINTA INDONESIA -
summerfleur,hm cowo gw adalah tipe yg kalo ditanya kuliah dimana jawabannya cuma bandung. kalo ditanya lebih lanjut tampaknya agak ragu menjawab tp akhirnya barulah dia sebut itb dan gapernah nanyain background pendidikan oranglain apalagi ama orang baru kenal si
drunkenladdd, aku kuliah pendidikan - emang bisa ngajar? - culun - outfit ngampus terbatas anak lu gue yang nyebokin - pemberani - cinta kebersihan - sayang anak
conservathick, Saya kuliah pendidikan bahasa inggris - biasa aja - alah palingan ngajar les - tidak istimewa Saya mempelajari bahasa yg paling banyak dipakai di dunia - aura internasional - pergaulan luas - bisa deep talk bareng donald trump
maturistics, iya saya kuliah pendidikan - underestimated - jurusan cadangan - stigma lulus jd pengangguran saya yang mendidik anak anda - berani - meningkatkan kepercayaan diri - penuh tanggung jawab
blamesociethic,@afrian_junior Relate banget. Bukan cuma ITB most of top 3 indo univ. Awalnya saya kira ah mungkin krn saya kerja di bidang pendidikan ternyata waktu kerja di ahensi jg gitu. Terlebih pas ditanya mba kuliah dimana? Jurusan ap? Insecure dikit tp ttp w jawab gw kuliah di BSI koq.
txcphyy,@utfess Nanti pas interview kalau ada bahasan ttg pendidikan kamu baru bisa jelasin kalau kamu sedang menempuh kuliah smt sekian dan sistem kuliahnya spt apa kamu bisa jelasin dan yakinin bos kamu bahwa kamu bakal tetep fokus untuk di kerjaan yg kamu apply ini
roticoklats, Iya nih saya kuliah di Universitas Pendidikan Indonesia - Lemah - Insecure - Terasa tak berdaya - Keliatan banget aselinya ga mau jadi guru UPI EDUN IS MY DREAM - KUAT - PERCAYA DIRI - ILMIAH EDUKATIF RELIGIUS - VISI LEADING AND OUTSTANDING 
